;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1995.5016023813153;448.09588619417826;1036.4250058006328;1772.3210425511595;2011.7168090741725;2551.2875185056328;424.21718418813003;1386.0303403133328;1805.7298054156092;1083.8228499025336;807.3909569221023;1484.450367474664;1009.9468535540898;1808.7101964554952;1798.646253101677;450.57886766020806;400.184727721203;2350.283246647072;1623.7824388943166;1717.956807693696;900.0479585757749;1389.598527635659;775.5707439129745;1817.9502661134395;1131.8194827223533;556.2658910076688;1747.3032121022377;2113.6270614455448;1556.553182231216;1323.8354788311747;1151.3560195119094;322.14704044204774;2950.276065737881;527.907899454191;463.5145066767037;506.9809390021765;1006.7233452186233;1632.9873264328753;1291.2787802266903;1025.295673798188;916.9599933661425;1778.8204410984583;1186.7511155587588;1128.4751334589894;782.3033256424441;1887.3993587993525;638.2796564285796;1018.2677442799159;1805.1065173041607;571.5709937854938;259.027089112432;896.5789295406913;131.46059043803442;856.4348687440968;1850.9642483079776;852.8833736862202;1585.1000430877848;224.85696110221045;1534.496663480881;1303.0571028022528;646.1682222815159;489.07215141974046;1028.4429869747337;737.3859274935294;720.698951342167;670.7783297329474;2570.217018075679;1374.278355094538;1560.2346399475634;887.7406756529558;739.2329944094057;861.2448397519028;706.0373965815502;1043.9473341345056;434.2299515012957;911.3479854575975;1414.1481648237614;2107.4386946321397;420.55363154935895;1761.8749456656317;1449.6309471558448;1632.27640101827;587.1024615139771;516.02595641869;1218.3014699402495;727.3565715771272;457.23953976094003;559.432199328216;617.6172323565042;1264.3243189292343;1634.5019535752326;1350.4190802876224;912.5135975279594;625.5560764625747;2178.756494561812;1074.6510979389877;974.3868992641635;2608.9678227093154;2511.3365866467925;1469.0665079930009
1;2114.148016416557;605.6778926226356;1050.258253952472;1843.4718501893785;1753.0406549368513;2366.559523037649;233.41959238449166;1435.6471533898177;1814.3045538099116;1104.531502300727;726.7227362776835;1489.2554747057977;976.1178971581633;1986.6837615227403;1772.1032192922567;348.0561209689054;345.31265003905327;2342.0446891071792;1748.5976773569084;1784.5797308223116;779.3813461923136;1630.5007579524874;850.0760957553675;2136.976608715927;949.962718787473;547.5199899832581;1532.2619796402537;1883.300599236398;1675.8540178064732;1331.4398558549851;1242.840970276388;406.4245852906396;2505.1421518175;580.6449300267959;568.8644979200649;370.9433502811445;954.9619169365723;1562.0828891850435;1141.1360719425213;961.0609238673757;1014.4437347347236;1783.7746892096723;953.911529615482;1072.7192227527805;688.9238528630534;1794.5611875756404;558.0023389585224;838.838996109401;2046.777138245561;446.23681577469335;333.8389283415248;894.3113211046922;309.4025139306622;911.8446437617904;1783.630759321751;804.4670387658393;1753.9106015660993;109.57746931661998;1744.71496192944;1361.249555776087;584.1419681984019;306.2953056755861;1009.5009936934256;715.4818157523885;672.0388676453966;620.0765070901683;2651.466984019723;1379.7562563344843;1860.7766404124886;718.9461207505989;595.5141710577849;860.8654311852099;659.6482408053221;838.900853082606;354.04913643441336;943.5200344001192;1387.8507879237986;2025.7697596069388;501.13875763665476;1721.0078460727937;1456.1661279722725;1909.581300346676;551.2395895876325;520.4520602616499;1263.3974133333886;732.258268614702;544.5592783309492;631.1688950000814;472.0711347944083;1069.4656812044643;1496.5822969579633;1243.8681897181139;995.9178612464116;682.7162250569191;2170.942196682929;943.9190581926572;1082.1266012389751;2688.909485158397;2164.11804435482;1637.360450571657
2;2853.8547588123656;610.0587223374206;94.66700132097829;868.2433600087679;824.8719872309199;3472.1100653244107;1074.212046941887;612.1745819901339;2841.371405936532;409.1092360865825;306.93746205990925;399.9521677415824;2088.7312212694587;844.7587078878867;2886.4949716594683;1330.8435705554389;1336.6421516840924;3438.9954313034787;712.1505932147021;2719.167307642404;769.939958524988;579.3920973785803;657.1047198528191;966.2516235788448;2115.6913210005373;555.8284649421416;2875.3223431473384;947.0139404230853;2786.4351827501373;2136.313666869189;213.21015516948648;1306.5349876867554;3579.3463232514496;631.2953567450952;1512.3066436643778;1179.7069921353159;1909.3002473813262;2351.265881752656;2111.8886681198387;200.57523523454017;396.8649385158164;852.5864453037517;1755.2034365545771;2048.7049074817182;1529.9033074322265;2718.7895663207696;1318.2610435330569;1129.3700776854737;942.1579270951293;1454.2040052129123;924.7070495435496;1764.8020687583605;1057.0610325338996;1866.426047726655;2700.117061786165;252.99913238047475;782.8125532441602;947.5472219888252;2788.718850822783;359.9703682121895;511.94394576418057;997.5939226312775;357.1674120340393;464.9232981342588;677.0880448483573;417.5994240963591;3450.1556792268007;2214.560162718623;782.0363500643131;1352.1418715079371;374.90824739152634;495.7824607532012;609.0468100446894;474.61860063651653;1499.232422819506;645.9566383914798;2412.6855058681645;3493.3873852706206;1514.443146162238;757.6709852852604;535.5354032016785;3072.160359784973;1491.09307025375;1429.9616892392314;2408.8278601715087;504.4183618887132;1618.9816417914742;1185.4125884289879;1464.2352071462929;2117.7460506763186;757.523677524155;253.09229913906572;227.66535139144563;1092.9147711797852;1019.66920853225;279.48523835984275;747.0647892064806;3599.049749781762;3462.194049062699;480.2396269013995
3;2753.4707628829706;504.14155001537785;442.41899949753645;1246.5371601477618;1208.9935834969883;2839.096703473512;700.6625867299207;924.2034392806006;2100.40952585717;516.1809496463658;247.22641705689827;866.801869275597;1569.7538568924156;1244.928417173611;2360.892365764206;856.1184520922219;956.5063247551944;2859.7877910962807;1089.0410886704205;2131.9182263723237;415.1670190142578;1000.1184943541898;664.433428323602;1408.1559915481855;1684.4090914639573;294.680655990858;2428.30160556106;1416.3496188211245;2361.3538706142717;1746.2345341392652;564.4653921451215;935.9188195196408;3457.8002397907826;565.1434101570322;1040.6152483397073;781.9772660401064;1691.5384405994644;2228.5550363422058;1649.5465540962552;519.2329132987588;595.3650108563419;1216.5027481709153;1511.5525695126717;1667.61342083665;1199.5026232396715;2215.637671083907;945.4838416225382;841.2211399036582;1375.6543586342927;909.4566715269283;618.9518437906028;1473.1166879384753;670.8853965075823;1593.8843863727775;2308.324556622536;222.323707874147;1173.5503186163587;541.6608221769703;2108.126778612007;613.0167846981278;167.49126598544944;599.6770089115538;574.9069768191996;113.6464954068844;333.3430687401937;103.11744020902574;2685.4798287126046;1822.3374358654564;1241.5063683005696;1000.7523198505025;62.74647626193685;551.730270737251;247.44930805805677;387.89421616554813;890.7480037060947;698.1612408708986;1957.2964643493417;2637.711831055285;1145.2186597880088;1159.629507210592;828.6332073331973;2379.040225711224;1120.832553230562;1084.2297030316806;1716.360050055989;531.8146105390617;1179.5155444425584;938.5991444875466;1008.4727815597832;1664.4978478642777;1198.8692286474384;601.9187919134561;271.2718179458834;868.4215295433522;1330.7596273775962;331.05092038943286;901.9353939179499;3173.6728298009834;3107.1471218051884;855.3075786553535
4;2073.60345500235;843.1328938611681;1009.1588873951468;1871.33506952505;1622.475534287739;2427.2410094310285;211.6290260572465;1327.7281643927438;1953.9716173311874;968.9109743151542;840.268570459764;1418.5920399228528;1040.9066771656085;1601.021836238271;1830.5019571635594;425.5627390899981;664.3530501210814;2401.3005873663615;1484.934252665717;1877.6490136345142;479.71821515575124;1623.6214844063445;1029.6086789912201;1891.7828063251043;946.3624940498034;691.1910904062909;1901.5411633078857;1820.5668130243414;1776.1256553325295;1382.1781532371654;1122.6223044426717;713.1210618947466;2733.6418681842924;849.521920694062;904.7417242694379;216.05696165958585;1290.061674941228;1570.563818194372;1181.7948640596553;1147.0365324850823;1246.5199868453337;1664.4650926275087;860.9027384385927;1004.7977016873855;587.2355400989492;2151.676516575215;314.0509815216241;419.31001782330884;1955.2999352443774;483.43340465817954;722.9779844145162;806.5008846972763;717.2345571154246;1198.7658631437969;2150.686419423762;796.3875533116334;1726.3809588092527;348.9539894097888;1691.2677087090226;1093.78161733255;473.7443275752512;101.49555383800445;1172.6693634755873;557.0767843412765;339.4845049011386;590.8493233273006;2555.506411291586;1424.5310338226375;1717.9049309003121;490.2731644777746;687.2140744960816;959.8396579770064;445.6884058199785;800.7524870361343;624.5650527277523;1190.4663680617336;1315.916588102085;2120.6409005706723;812.5797231823044;1806.2622243917103;1483.398760174668;2043.066114620091;844.0269095676235;738.5877008132227;1113.0114542186595;935.1018892755468;743.31222088592;1041.6586192106158;447.32557646208545;1380.9759900910917;1703.6004662348992;1127.7450997562828;781.4131638396834;981.0664606313397;2115.749507500318;772.2869573609958;1215.7299785383698;3001.6812682646237;2463.002519389697;1364.511581429307
5;1449.3036354478838;1017.0957466107814;1452.8124067223005;2382.726606824193;2192.6261118194125;2043.9852702090084;368.86477987695923;2044.3749051310037;1437.0596777314865;1516.0019165452534;1250.0289982469988;1960.1243725853465;632.8686731422738;2234.951217202911;1291.7220312708416;239.76343213322102;490.4877904565773;1880.1207085540698;1962.627041986291;1339.5604528545628;983.1702763003037;1920.7812969754611;1288.427695167034;2429.5039277442866;586.8409425640709;1043.462399750324;1282.7094426460728;2352.0575702808133;1301.8194131402045;870.5309288597109;1561.7032829464126;627.9059342878227;2090.801144869523;1173.1569767148235;708.4477148690405;303.5681470500023;815.8703134889253;1084.60720789605;651.768831206164;1606.7023639473152;1436.0269253443544;2044.825545904416;370.3723854537458;618.8261127153742;151.2688419550282;1398.2445181385517;221.37911995172217;701.9282359807039;2444.1103412789985;160.8753324385301;901.0819294211101;331.6054167394255;772.8904469265732;778.5204807736222;1451.0963859286317;1286.814361168097;2256.187366595965;619.7859549910175;1331.9220375512966;1552.014633410682;906.0388914387281;447.59743964970113;1644.4861935676947;999.6975274974185;827.9553226261413;1134.9412596078507;1826.4801194769902;820.3740418686599;2079.5738775964383;332.3534542252958;1097.5339194969606;1390.0821006342549;994.2137989103471;1148.7666556655954;450.15967621628346;1523.2069663824734;783.0582512008347;1765.374020323203;644.1197921010498;2130.625192594873;1780.9492832789301;1400.1115526821877;408.4357782004435;521.3346272480742;803.9242797405469;1366.4402783099035;655.697943663834;1246.7524468475303;71.29632177175752;885.4186592466822;2032.676858669137;1573.439983976332;1274.7838878205453;1152.008253013644;2206.969486032394;1314.8758379363396;1797.9350663240486;2303.2655891093177;1753.7301661263782;2085.808009830978
6;3649.850692084352;1027.144211635944;309.78079752047825;523.0994252725695;510.8276139604255;3532.358456976482;1563.0289542590601;700.9085306520157;2851.457404405473;457.6812168107445;610.4331562419554;233.51499302303077;2565.4558839432857;438.9297613853471;3111.081224613914;1654.784784863486;1774.3195786230403;3645.973090331617;385.0465628764307;3284.8607890161734;921.6813550857266;391.29380054677233;830.2494664917075;659.3051868422094;2514.952230059816;866.2552572699688;2740.506326393043;752.0148351212597;3051.6030553138157;2465.0037806359355;138.51272600232258;1765.289971188452;4254.537325378354;933.2443476605185;2004.13646909714;1570.3827723675508;2329.615146285006;2795.1982207628857;2248.268029252012;399.7623728731943;696.3334158749248;789.033358952981;2235.1755681385794;2365.893169412292;2003.1116682264685;3017.2297367691713;1472.047579998449;1355.2442318937283;640.0268459141444;1825.7420238986172;1124.631610912288;2040.9895932722718;1287.5245001725998;2309.7796059387006;3516.917900746376;532.5236546273464;738.9795891359811;1266.6339162040185;2792.5458310154527;242.04158546175177;871.8441112977252;1259.206952002681;569.2954789156513;748.2714230088658;929.0263977104622;732.2801909734184;3807.4528723715352;2844.887623751717;573.2514188123035;1811.029805760355;693.012234008587;728.9285372303206;923.5203930063177;664.181140147622;1705.5169239136203;859.3334567507784;2394.8534679564755;3669.507212860747;1824.3489302768876;396.0275468083869;509.3834575865727;3225.2294835053713;2142.941652095825;1687.707876331792;2587.384655542597;938.5491613346743;1914.001296154719;1527.5298320052436;1725.8147767115179;2735.011123320441;741.0535306704759;135.09962380821523;475.2923984764659;1231.009364447225;597.7434819461809;455.31963407931073;1009.7922810118309;3701.0940957615962;3350.4634310606207;176.88546637073932
7;1596.4112687920306;1150.8888262156318;1740.9785672078947;2570.102000233559;2393.4823904990826;1781.7125462425568;690.2395208302346;1922.608396806897;1069.3929038522272;1745.489596855639;1501.6974556242901;2105.99127666707;709.1559370316211;2690.6336191274954;1227.1319016622485;536.499949326702;296.9640054466094;1633.4963571546116;2182.390114487021;1108.111491173228;1362.7286683542527;2229.4041890821954;1422.7831694851875;2714.391394578905;762.8769743587059;1191.4904085457895;1034.7854479367259;2842.345979163876;1105.2858905040293;722.1118507156278;2013.6556550382643;339.9497159510736;2284.8035111896525;1155.1498518764386;209.39459168776048;866.303641206013;439.06783587558704;1321.0493618045016;896.1793183472405;1596.859996753498;1500.9353605595024;2083.3797921847;998.0095954492872;835.6193222040675;787.6315738719286;1282.9299320357684;922.530588520262;1385.2649400475352;2694.8501180481035;556.627903732572;788.1662059265367;813.5666449823153;669.603196762348;385.58512435037215;1372.182709086467;1529.026307085715;2329.725473027754;801.7011576032058;1029.5417742162413;2147.6310234164794;1208.7961268785386;877.9235468648532;1733.91793939448;1239.7091951092768;1327.5468581866085;1300.5658568920717;2123.2112560760834;844.6157899293844;2239.874005267415;989.6430589751965;1322.2137709320377;1408.553411401199;1360.056198360605;1565.397653993891;334.46962701136584;1538.3113172982937;1036.436804205146;1753.1782272261285;223.58727927301254;2612.437493745991;1869.745386754281;1306.6452734060208;275.0326434492817;222.5486575328231;913.8192097599025;1160.8631617654773;190.16262312973723;758.6099853795083;704.2402584292543;592.8999578041899;2207.115421173494;1990.6930443533865;1423.6740011646684;1048.9173370404237;2791.4113116211915;1706.103188602766;1676.7516547238636;1991.067939079064;1822.1996282119699;1952.596710624225
8;3648.009784289793;1625.6649707530387;913.2213318728278;391.13989635797446;132.1180265725948;4280.525702876239;1827.5002777037782;1181.6941175895977;3803.096658929501;904.0629618149435;1264.7409708910557;758.2252754600785;2848.702469073789;133.25135884893467;3890.356721896654;2069.7907766849603;2542.1401812351933;4681.17815496729;357.7076654478437;3344.7804820507836;1377.0231396770773;651.8603908333863;1361.6460544768188;436.96342257104544;2618.1371316495183;1541.0877260113245;3658.656447797614;315.6739924015831;3500.1206485903767;3280.6540431080243;749.3208797888955;2186.1947033734446;4335.552010539601;1651.3346580673974;2323.225889129645;2215.761621195778;2883.3718684937653;3366.0600145533;2956.429020813456;1060.0797956604108;1274.768832280765;982.5718501497585;2414.484932657517;3036.835151825198;2378.9930774086147;3928.7998275261693;2160.274892076603;1974.0721837301444;52.195756683236795;2491.5416688310247;1699.2560808185783;2401.6776516249124;1863.84129919655;2980.7796539486;3814.491314052998;1138.1045870680116;810.7664073596832;1718.9535849014305;3612.673028387755;644.0597611357739;1259.8112560738512;2062.90879078047;1092.16541894698;1341.0691865869396;1598.007591391328;1459.393255785053;4400.951999107616;3274.28814468924;750.5565887894118;2235.1766428786123;1247.219323014765;1471.0966861595546;1530.3638481682895;1060.1270605509353;2491.250779673043;1559.2694693100345;3089.8574925230323;4168.503409571503;2239.6836361069277;261.43394351773964;928.0845250917457;3658.8714702165453;2304.239530850232;2367.034601325978;2955.540163139626;1366.2595393185973;2230.406718188084;2101.2870688522444;2448.6864474884364;3383.585936027087;1034.4971003438757;700.0151246062541;1148.5169272851635;1747.675142832834;127.01265500702745;1037.7917548477778;1527.8603169703117;4922.207755975234;4078.4643653220132;454.79239245423304
9;1942.3504170681485;772.2458275704089;1265.846357238788;2059.217194540851;1793.4738754460705;2188.5044522449175;72.58885367682947;1583.3034331053968;1569.1376607507202;1226.5516606951812;993.393665924426;1431.4330047933518;921.0872465908562;1885.0862526729802;1496.9156202034378;224.33310848223334;456.4276010736248;2248.3807367853988;1787.9423946943634;1682.8204967949298;628.5763764482216;1706.8464140191327;1158.8190955600976;2352.654235895908;810.2836673998602;770.2350779037865;1759.0646755724365;2349.9775637704206;1393.5299870113543;1049.3972284821193;1320.0292356526447;567.7086478124686;2344.4368454684845;862.875365219148;651.7371221014523;94.53389067772977;932.1739844177954;1358.6400351931272;995.4500153074089;1194.4789180809444;1313.2861132702167;1779.6039494420513;685.3196397829881;968.6293248767303;377.1974869916554;1904.8655078069041;206.99970120242193;552.4787004402873;2092.672919536149;246.22286421100165;662.9143886949756;627.376278498873;567.2334144540941;869.8980573101842;1886.038916188196;1010.0642580267219;1811.3082414881542;376.86929241048585;1564.6061570023346;1493.9030412795676;614.8191583795185;161.30495318214994;1208.3497287513023;690.6873293047809;619.8548305382129;733.6913388352688;2381.310603740057;1090.6782538450332;1830.862131579464;404.7540856570477;819.2852020441251;1133.707483231666;700.9304496311768;895.9555456499724;407.3019209270241;1304.9179521709596;1053.766306890678;2266.1510544542175;538.732305379319;1932.0490949059604;1452.6100655484554;1914.406074296646;578.7417245636753;489.17736689854456;994.2900288986078;1039.7082884578494;615.0614058720374;932.4995325127246;244.61414107725005;1014.1843177066507;1752.6205177879785;1389.4565405248575;1091.5884310069355;1095.5967247523083;2339.16122539077;954.8553748161085;1502.4526136368172;2846.629414363553;2384.7295948494034;1749.7994876191506
