;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
0;1504.98856652485;1030.3362030315718;607.9760800904744;490.55642993451437;1273.1241819140137;970.917805383042;743.3152799511557;1311.1834731491897;745.0546355614393;1757.8306749753615;1181.95305801995;1558.63603218311;876.6792288485718;982.2765239651543;2287.927796773835;1046.6410095385895;1294.4307262421166;161.5439457036553;214.68066239946174;2145.4572061109207;902.6122352551826;2126.5996063500966;1017.9148977982176;1860.4683538912561;1179.5419563450707;2533.5849033044815;733.1195820955991;705.4600262129242;1119.1913050693588;525.3444179745595;1406.3651516074694;1790.6413172928471;1142.7968067763036;1361.924504067708;1574.576526628626;464.50411539028505;251.23514753340473;327.98153625200064;285.11996729100775;2139.9479806656695;980.4755523554956;265.42744316864577;2501.131351569568;1423.679742886046;790.0298171507376;1298.2995560255451;792.658092764537;734.0442073575624;1012.7659122229142;728.7351159057745
1;1267.0830372455355;492.4543767782352;345.7497536974678;546.7061500120737;1363.9264997208727;347.97899417055356;1571.7719649519513;928.4686217704509;325.65101193195505;1720.7042131370858;1416.8254840055586;1858.2474098011767;1210.1989751241692;1141.584048549518;2107.818854915627;701.0262459363815;1517.0494563297652;923.6424825461287;944.9390245840239;2101.925334851805;198.3959041857227;2487.9604178656746;395.57903068249163;1710.3803463131876;1423.7534762644914;2400.3521512643592;276.93541283235356;731.4886704083127;38.21718893916056;1051.3926542644904;1236.9157239168487;1989.6660583729745;1476.1086698618526;840.461736852591;1191.0488191631905;1205.5509769889704;970.6614568158304;694.9891694251214;941.9279964361783;1884.519660440462;1635.0542735810106;1222.4240754804314;3121.5070212956434;1701.4407778168388;1129.6091619860529;1452.1985085986012;1417.7515501681096;1129.8891508737818;966.7612649933109;1112.3871630379099
2;717.8690779616708;1258.5706404643772;1713.2481356124688;1572.6388761113194;838.4817125700267;2101.7032796179365;2810.446093156445;889.1398485576283;1810.0162245034119;357.65988847842374;1072.4262038799397;1116.8032758639313;1476.4976993905577;1116.7397879368077;298.08504146850726;1156.460219189082;1184.885651462995;2054.6011351656957;2135.437609327391;3527.1493199582314;1653.93445090414;4029.688074593712;1334.8452491937096;3493.477226149373;2824.871126371352;4499.981458458155;1817.8785067458361;1345.938542002138;1645.1142055002329;2291.741678588328;756.1999059605779;1150.8548091567484;1197.1238981199144;884.2936039748074;721.2913636616462;1609.8982309864693;2028.8932842432146;2145.566079678643;2210.925386577004;103.81473092883675;1590.6898534485133;2155.3542240361962;4617.510712663037;3039.156664744152;2683.6408634136224;2966.073590862875;1696.9977214016526;2419.616697384296;1066.2736432575987;1337.3983532746295
3;1605.8940368314597;1138.6947659483487;731.0983988028236;568.3004328009516;1458.9768104998243;889.1777054332916;577.6641129979718;1301.9045976462914;697.111801076241;2126.267283224796;1295.9571889497315;1979.924490702823;1086.875583641834;1327.5913873863785;2355.780104756001;1001.6670773305457;1513.4157853036486;214.53236136845194;115.59589595669014;1826.1650406305105;1000.499063632851;2104.669944983939;1064.2578200776854;1637.2983261744753;1083.9179073128735;2420.8191831802355;699.7837439978098;776.0557278820994;1067.2111094507306;308.89621840204444;1326.7739422706145;1930.3087146420175;1305.0516973434235;1301.3834819322344;1532.8216799791646;638.3073573604522;406.7101795568689;262.78537577782066;180.4275800814787;2018.3350657582896;1216.5879401499394;143.18503984010138;2611.001985390748;1262.3594819991627;655.5805558889316;1138.7966991115375;1061.3713335089774;589.1008421953973;1036.3464546859052;869.6706066165787
4;436.4710808974586;830.8135942545783;1064.025026911755;966.0372793053256;151.28148137552748;1478.8325104157545;1894.1832506801013;666.9258308790357;1425.6681014237308;753.9001080203439;97.96959012971499;707.3470864447315;277.28019130829085;121.27487733635414;1076.4301806964284;710.6242882220794;274.04388573164783;1070.1073690544617;1212.439437032243;3217.5268097362214;1180.7761566304011;3532.54145186674;889.3702316151475;2843.283496128158;2488.8785390282137;3245.6783820330197;1215.2840900837887;633.570853272153;1402.8907147163513;1562.0128885898876;311.7095643301924;673.2347621162218;159.76202674956298;643.6848391190251;408.1698946411081;744.308830886679;940.3629784970851;1339.9024334038725;1443.910573772092;944.6215851767438;437.95270587686446;1533.637957175086;3612.3876046768864;2486.067203657067;1712.1215170363541;2452.5231399545933;521.9600183048901;1884.3758104173282;331.11548471108483;373.48189512788593
5;440.19233396409584;533.197888818249;776.9996865651499;740.137277364569;302.0934600970711;1258.2260830366997;1801.3420080172448;413.69502226354285;1101.5931225215543;829.310366160214;285.6121984425168;1045.3816569756327;455.7853979441472;219.01758239628083;1146.5911747609232;357.68071278566083;600.1425307420665;1060.1403448890856;1079.2765957663507;3186.32664475724;756.609880165693;2903.911089526551;553.24929233631;2653.3536491513682;2129.5100862080917;3438.4912680286534;896.1537095911696;460.2318943417712;996.2422833324774;1404.3881238395936;257.4581495986499;979.3413283372455;444.0741128678008;368.4463442279564;435.1105366543138;697.6676783205697;760.5433060345805;1088.5964604445203;1203.7636106767661;989.2723322536034;623.1375529969685;1197.664728162621;3407.0249025396784;2486.359695309066;1796.7479004913298;2299.253568356722;617.5547470820425;1520.0530989209017;84.9858966749568;424.13907895374655
6;4122.938997025875;3161.8842290620773;2764.6844019094115;3151.9962376357876;4062.8396583011013;2341.771236249899;2112.4040351562107;3594.439238360565;2839.350940100199;4294.372204002097;3966.5188286185426;4321.839027212275;3887.207003749797;3553.999160329289;4601.480082067755;3783.6885627242423;4066.2234951840087;2872.316174251253;2456.5225163358036;696.2575249638664;3203.659187254537;651.8236378965099;2952.298642670827;1235.655737303046;1624.6018019129617;410.27309672752074;3195.899748468256;3086.180461680592;2925.6354307065967;2291.3644425776893;3603.4031092754353;4553.833915731492;4173.475841223827;4139.830874197156;4385.570719378793;3544.854630831734;2805.581667863754;2925.35772525977;2371.864614340575;4881.8082949875625;3965.358682399819;2542.6146181159165;363.2739161087499;1422.2043065001208;2090.6532010115557;1589.398030168548;4007.2903225149053;2099.137955526125;3578.7635248116794;3537.4686181038674
7;761.9595417340795;736.2420735812875;767.5995294814098;636.7199837217021;550.7858291437093;1342.496805865436;1597.1946056849022;812.9242246658489;1064.231437427184;1093.8935194675842;465.98453821660496;956.9705898649861;223.00062784967406;348.51886969140133;1475.8417401510633;563.5801059808884;673.4158191088159;781.4798857609778;813.4467841784048;3082.6051496798427;1012.3193464265755;2702.1923512400213;717.7009705169964;2279.86344370252;1981.6219960741316;2911.27750963033;871.4121666162514;373.87432044811715;1186.965307859609;1325.6555704139764;576.5191701667483;973.4097821779865;352.9616143843247;679.9576661532915;791.273117972221;298.66835932855054;503.70679090258426;811.2078571028824;942.7408446158915;1404.4756539522812;396.7498156150121;1097.741484499104;3222.2381225405948;1896.5750007269012;1603.2531468077923;1828.7630649275593;271.5405920956258;1520.403014187436;317.8999601244284;43.3064338572069
8;2859.5797381113166;1992.961954212797;1540.5534289296527;1418.9983305030084;2275.2537081298997;1126.012695302591;804.0289061024345;2490.505211764402;1098.246399373965;2858.7351558579753;2387.4260954410715;2905.720350577716;2324.828496150419;2516.2054841461845;3343.7311127842468;1988.383984421888;2455.9722628966215;1358.960181423477;1229.2533775587578;856.1339224694128;1688.6711894282764;1084.7211366212082;1921.3435601153733;615.6966911210952;156.24500998983427;1111.433128441486;1422.7824677095641;1634.7199322283525;1550.3766952485519;942.9734792154388;2332.3972014983106;2946.8834371708513;2483.8766767037814;2489.8135329328807;2824.7797848361197;1848.09206653678;1659.3666210571328;1113.8781255198292;1139.784744476932;3222.348685818337;2570.9891351791375;1239.3465615000089;1329.0282918136995;382.1708817825381;529.600173573518;193.70450964980327;2058.4337811949795;621.8657311709198;2099.022133653719;2272.9138033795775
9;56.20920943315868;814.9784483794984;1194.9999714156163;1238.5839455507253;314.08636619559246;1718.5841401213797;2064.594167737218;375.609650872475;1435.7563678340823;414.54986889524577;358.80988547090436;801.2128716085774;748.204867644015;512.4232973756023;726.7870832549398;625.4001407531805;651.2219129261712;1399.0755170721982;1678.443923997177;3152.684734359101;1168.3198242015833;3758.469229946185;908.6609159358626;2933.5980800106445;2230.5320660662205;3751.421720584816;1284.8359583445645;805.5234127619126;1340.1366601161515;1921.097136166403;185.53175328791286;808.7871166663422;683.8789483343637;381.95778383102606;43.778977381334386;1107.0920930922002;1342.1782405273864;1532.2599510130015;1630.8153976207839;590.6371733710373;941.0068389843603;1660.7281677706096;3820.3857864877764;2749.330940153102;2334.7741234029495;2696.4868289945134;935.8076941147876;1869.853405115482;482.99898686011437;830.825095256112
